日期,开始时间,结束时间,出发线路,终到线路,起始站,终到站,客流量
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,14号线,金鱼胡同,十里河,4.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,15号线,金鱼胡同,大屯路东,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,15号线,金鱼胡同,望京,5.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,15号线,金鱼胡同,清华东路西口,2.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,2号线,金鱼胡同,北京站,2.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,4-大兴线,金鱼胡同,海淀黄庄,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,北土城,2.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,回龙观东大街,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,奥林匹克公园,7.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,永定门外,7.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,永泰庄,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,王府井,3.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,8号线,8号线,金鱼胡同,珠市口,4.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,昌平线,北京西站,六道口,5.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,昌平线,北京西站,学院桥,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,昌平线,北京西站,沙河,5.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,1-八通线,北京西站,果园,4.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,1-八通线,北京西站,王府井,10.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,10号线,北京西站,十里河,2.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,10号线,北京西站,团结湖,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,10号线,北京西站,牡丹园,2.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,13号线,北京西站,西二旗,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,2号线,北京西站,鼓楼大街,4.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,4-大兴线,北京西站,海淀黄庄,2.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,5号线,北京西站,天通苑北,4.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,5号线,北京西站,天通苑,5.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,8号线,北京西站,回龙观东大街,1.0
2023/5/20,2023/5/20 14:15:00,2023/5/20 14:30:00,9号线,8号线,北京西站,奥林匹克公园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,亦庄线,亦庄线,小红门,小红门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,亦庄线,5号线,小红门,东单,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,亦庄线,5号线,小红门,天通苑北,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,亦庄线,5号线,小红门,崇文门,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,六道口,六道口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,六道口,学院桥,5.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,六道口,沙河,9.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,六道口,西二旗,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,六道口,农业展览馆,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,六道口,团结湖,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,六道口,海淀黄庄,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,8号线,六道口,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,学知园,学院桥,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,学知园,昌平西山口,6.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,学知园,十里河,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,学知园,团结湖,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,学知园,海淀黄庄,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,15号线,学知园,奥林匹克公园,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,5号线,学知园,天通苑北,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,昌平西山口,六道口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,昌平西山口,学知园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,昌平西山口,昌平西山口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,昌平西山口,沙河,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,昌平西山口,西二旗,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,10号线,昌平西山口,惠新西街南口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,2号线,昌平西山口,北京站,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,2号线,昌平西山口,崇文门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,5号线,昌平西山口,天通苑北,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,8号线,昌平西山口,王府井,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,西二旗,六道口,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,西二旗,昌平西山口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,西二旗,沙河,15.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,昌平线,西二旗,西二旗,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,15号线,西二旗,奥林匹克公园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,昌平线,15号线,西二旗,望京,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,东单,果园,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,10号线,东单,团结湖,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,国贸,果园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,国贸,王府井,10.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,2号线,国贸,北京站,
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,2号线,国贸,崇文门,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,5号线,国贸,大屯路东,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,5号线,国贸,崇文门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,8号线,国贸,奥林匹克公园,
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,昌平线,果园,学知园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,果园,东单,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,10号线,果园,团结湖,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,2号线,果园,北京站,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,2号线,果园,崇文门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,4-大兴线,果园,海淀黄庄,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,5号线,果园,天通苑北,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,5号线,果园,崇文门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,王府井,果园,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,王府井,王府井,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,王府井,环球度假区,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,10号线,王府井,团结湖,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,10号线,王府井,车道沟,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,14号线,王府井,望京,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,2号线,王府井,北京站,14.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,5号线,王府井,大屯路东,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,5号线,王府井,惠新西街南口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,1-八通线,1-八通线,环球度假区,王府井,5.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,农业展览馆,农业展览馆,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,农业展览馆,北土城,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,农业展览馆,十里河,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,15号线,农业展览馆,清华东路西口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,农业展览馆,天通苑北,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,7号线,农业展览馆,珠市口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,北土城,十里河,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,北土城,团结湖,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,北土城,车道沟,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,北土城,天通苑北,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,北土城,崇文门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,亦庄线,国贸,小红门,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,国贸,六道口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,国贸,学院桥,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,国贸,昌平西山口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,农业展览馆,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,北土城,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,十里河,10.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,团结湖,17.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,惠新西街南口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,海淀黄庄,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,牡丹园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,国贸,车道沟,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,国贸,天通苑北,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,国贸,天通苑,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,国贸,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,国贸,奥林匹克公园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,国贸,永泰庄,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,惠新西街南口,学知园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,惠新西街南口,沙河,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,惠新西街南口,十里河,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,惠新西街南口,团结湖,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,惠新西街南口,海淀黄庄,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,惠新西街南口,牡丹园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,惠新西街南口,车道沟,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,15号线,惠新西街南口,清华东路西口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,惠新西街南口,奥林匹克公园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,惠新西街南口,永泰庄,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,惠新西街南口,鼓楼大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,海淀黄庄,六道口,6.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,海淀黄庄,沙河,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,海淀黄庄,农业展览馆,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,海淀黄庄,团结湖,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,海淀黄庄,海淀黄庄,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,海淀黄庄,牡丹园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,海淀黄庄,车道沟,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,13号线,海淀黄庄,西二旗,6.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,15号线,海淀黄庄,望京,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,海淀黄庄,大屯路东,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,海淀黄庄,天通苑北,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,海淀黄庄,天通苑,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,海淀黄庄,崇文门,12.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,海淀黄庄,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,海淀黄庄,奥林匹克公园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,海淀黄庄,永泰庄,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,海淀黄庄,王府井,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,海淀黄庄,鼓楼大街,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,牡丹园,学知园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,牡丹园,学院桥,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,牡丹园,十里河,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,牡丹园,团结湖,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,牡丹园,海淀黄庄,6.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,牡丹园,牡丹园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,牡丹园,车道沟,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,13号线,牡丹园,西二旗,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,15号线,牡丹园,清华东路西口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,牡丹园,东单,
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,牡丹园,天通苑北,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,牡丹园,崇文门,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,牡丹园,回龙观东大街,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,牡丹园,奥林匹克公园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,牡丹园,王府井,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,苏州街,六道口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,苏州街,学知园,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,苏州街,沙河,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,1-八通线,苏州街,果园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,苏州街,农业展览馆,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,苏州街,团结湖,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,苏州街,惠新西街南口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,苏州街,海淀黄庄,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,苏州街,牡丹园,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,15号线,苏州街,望京,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,苏州街,天通苑,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,苏州街,崇文门,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,苏州街,回龙观东大街,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,苏州街,王府井,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,昌平线,金台夕照,学知园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,1-八通线,金台夕照,果园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,金台夕照,北土城,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,金台夕照,十里河,
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,金台夕照,团结湖,6.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,金台夕照,惠新西街南口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,10号线,金台夕照,车道沟,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,13号线,金台夕照,西二旗,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,金台夕照,大屯路东,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,5号线,金台夕照,天通苑北,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,7号线,金台夕照,珠市口,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,10号线,8号线,金台夕照,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,昌平线,立水桥,沙河,5.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,10号线,立水桥,团结湖,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,10号线,立水桥,海淀黄庄,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,13号线,立水桥,西二旗,7.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,15号线,立水桥,望京,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,2号线,立水桥,北京站,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,8号线,立水桥,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,8号线,立水桥,永泰庄,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,10号线,西二旗,十里河,
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,10号线,西二旗,团结湖,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,10号线,西二旗,海淀黄庄,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,10号线,西二旗,牡丹园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,15号线,西二旗,奥林匹克公园,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,15号线,西二旗,望京,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,5号线,西二旗,天通苑北,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,5号线,西二旗,天通苑,5.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,13号线,8号线,西二旗,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,10号线,六道口,团结湖,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,六道口,大屯路东,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,六道口,奥林匹克公园,10.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,六道口,望京,6.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,六道口,清华东路西口,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,2号线,六道口,北京站,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,5号线,六道口,天通苑,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,5号线,六道口,崇文门,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,8号线,六道口,回龙观东大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,8号线,六道口,永泰庄,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,8号线,六道口,鼓楼大街,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,大屯路东,望京,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,大屯路东,清华东路西口,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,昌平线,奥林匹克公园,学院桥,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,昌平线,奥林匹克公园,沙河,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,昌平线,奥林匹克公园,西二旗,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,奥林匹克公园,大屯路东,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,奥林匹克公园,望京,3.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,奥林匹克公园,清华东路西口,5.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,5号线,奥林匹克公园,天通苑北,1.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,10号线,清华东路西口,团结湖,4.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,清华东路西口,六道口,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,清华东路西口,大屯路东,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,清华东路西口,奥林匹克公园,2.0
2023/5/20,2023/5/20 14:30:00,2023/5/20 14:45:00,15号线,15号线,清华东路西口,望京,4.0
